#Patient Identifier	Sample Identifier	Primary Tumor Site	Tumor Type	Sample Origin	Gene Panel	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#Identifier to uniquely specify a patient.	A unique sample identifier.	Text term to describe the organ sub-division in an individual with cancer.	Tumor Type	Sample Origin	Gene panel.	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1
PATIENT_ID	SAMPLE_ID	PRIMARY_SITE	TUMOR_TYPE	SAMPLE_ORIGIN	GENE_PANEL	ONCOTREE_CODE	CANCER_TYPE	CANCER_TYPE_DETAILED	TMB_NONSYNONYMOUS
KNS-60	KNS60_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	5.636322585
KNS-62	KNS62_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.962516134
KNS-81	KNS81_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	0
KO52	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	3.315483873
KOPN-8	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	4.641677423
KP-2	KP2_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	4.752193552
KP-3	KP3_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	2.762903228
KP4	KP4_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	5.194258068
KPL-1	KPL1_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	2.983935486
KP-N-RT-BM-1	KPNRTBM1_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.54187097
KP-N-SI9s	KPNSI9S_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	3.978580648
KP-N-YN	KPNYN_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	3.204967744
KS-1	KS1_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	5.967870972
KU-19-19	KU1919_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	5.525806456
KU812	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	1.989290324
KURAMOCHI	KURAMOCHI_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.531161294
KYM-1	KYM1_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	6.520451618
KYO-1	KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	4.752193552
KYSE-140	KYSE140_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	7.40458065
KYSE-150	KYSE150_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	8.951806458
KYSE-180	KYSE180_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	6.299419359
KYSE-270	KYSE270_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	7.846645167
KYSE-30	KYSE30_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	8.399225812
KYSE-410	KYSE410_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	7.51509678
KYSE-450	KYSE450_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	8.841290329
KYSE-510	KYSE510_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	8.178193554
KYSE-520	KYSE520_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	5.857354843
KYSE-70	KYSE70_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	6.962516134
L-1236	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	6.962516134
L3_3	L33_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	5.304774197
L-363	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.199612906
L-428	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	6.852000005
L-540	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	8.509741942
LAMA-84	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	0
LC-1_sq-SF	LC1SQSF_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.078387101
LCLC-103H	LCLC103H_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.531161294
LCLC-97TM1	LCLC97TM1_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.752193552
Li-7	LI7_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	3.75754839
LK-2	LK2_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.857354843
LMSU	LMSU_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	3.204967744
LN-18	LN18_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	7.846645167
LN-229	LN229_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	6.741483876
LNCaP_clone_FGC	LNCAPCLONEFGC_PROSTATE	Prostate	Prostate	Solid	NOVARTIS_BROAD_1651	PRAD	Prostate Cancer	Prostate Adenocarcinoma	39.34374196
Loucy	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	2.54187097
LOU-NH91	LOUNH91_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.75754839
LoVo	LOVO_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	29.50780647
LOX_IMVI	LOXIMVI_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	5.746838714
LP-1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	3.315483873
LS1034	LS1034_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	4.199612906
LS123	LS123_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	5.083741939
LS_180	LS180_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	25.19767744
LS411N	LS411N_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	52.3846452
LS513	LS513_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	5.636322585
LU65	LU65_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.97322581
LU99	LU99_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.420645164
LUDLU-1	LUDLU1_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.54187097
LXF-289	LXF289_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.078387101
M059K	M059K_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	2.873419357
M-07e	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	3.978580648
Malme-3M	MALME3M_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	3.315483873
MC116	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.978580648
MCAS	MCAS_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	5.083741939
MCF7	MCF7_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	2.099806453
MDA-MB-134-VI	MDAMB134VI_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	1.768258066
MDA-MB-157	MDAMB157_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	0
MDA-MB-175-VII	MDAMB175VII_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	0
MDA-MB-231	MDAMB231_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	4.97322581
MDA-MB-361	MDAMB361_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	12.37780646
MDA-MB-415	MDAMB415_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	5.304774197
MDA-MB-435S	MDAMB435S_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	15.03019356
MDA-MB-436	MDAMB436_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	3.978580648
MDA-MB-453	MDAMB453_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	9.94645162
MDA-MB-468	MDAMB468_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	6.18890323
MDA_PCa_2b	MDAPCA2B_PROSTATE	Prostate	Prostate	Solid	NOVARTIS_BROAD_1651	PRAD	Prostate Cancer	Prostate Adenocarcinoma	24.42406453
MDST8	MDST8_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	9.504387104
ME-1	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.320838711
MEC-1	MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	2.54187097
MEC-2	MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	0
MEG-01	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	4.310129035
MEL-HO	MELHO_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	3.978580648
MEL-JUSO	MELJUSO_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	9.94645162
MeWo	MEWO_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	55.70012907
MFE-280	MFE280_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	1.878774195
MFE-296	MFE296_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	13.26193549
MFE-319	MFE319_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	56.36322585
MG-63	MG63_BONE	Bone	Osteosarcoma	Solid	NOVARTIS_BROAD_1651	OS	Bone Cancer	Osteosarcoma	3.536516132
MHH-CALL-2	MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	0.884129033
MHH-CALL-3	MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	1.989290324
MHH-CALL-4	MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	3.315483873
MHH-ES-1	MHHES1_BONE	Bone	Ewings_Sarcoma	Solid	NOVARTIS_BROAD_1651	ES	Bone Cancer	Ewing Sarcoma	4.310129035
MHH-NB-11	MHHNB11_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.762903228
MIA_PaCa-2	MIAPACA2_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	4.420645164
Mino	MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.094451615
MJ	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.094451615
MKN1	MKN1_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	4.420645164
MKN-45	MKN45_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	0
MKN74	MKN74_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	7.294064521
MKN7	MKN7_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	5.636322585
ML-1	ML1_THYROID	Thyroid	Thyroid	Solid	NOVARTIS_BROAD_1651	THPD	Thyroid Cancer	Poorly Differentiated Thyroid Cancer	2.320838711
MM1-S	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	3.647032261
MOLM-13	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	4.199612906
MOLM-16	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	3.647032261
MOLM-6	MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	3.647032261
MOLP-2	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	5.746838714
MOLP-8	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	5.083741939
MOLT-13	MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	9.393870974
MOLT-16	MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	13.26193549
MOLT-4	MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	0
MONO-MAC-1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.43135484
MONO-MAC-6	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.43135484
MOR_CPR	MORCPR_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.288709683
MOTN-1	MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	4.089096777
MPP_89	MPP89_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	2.762903228
MSTO-211H	MSTO211H_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	1.989290324
MUTZ-5	MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	3.868064519
MV-4-11	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	1.436709678
NALM-19	NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	4.199612906
NALM-1	NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	2.873419357
NALM-6	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	20.00341937
NAMALWA	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Burkitt	Haematopoietic	NOVARTIS_BROAD_1651	BL	Mature B-Cell Neoplasms	Burkitt Lymphoma	5.857354843
NB-1	NB1_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	6.852000005
NB-4	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.983935486
NCC-StC-K140	NCCSTCK140_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	4.97322581
NCI-H1048	NCIH1048_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	7.736129038
NCI-H1092	NCIH1092_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	5.415290326
NCI-H1105	NCIH1105_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	9.835935491
NCI-H1155	NCIH1155_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	0
NCI-H1184	NCIH1184_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.420645164
NCI-H1299	NCIH1299_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.868064519
NCI-H1339	NCIH1339_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	19.56135485
NCI-H1341	NCIH1341_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	3.868064519
