#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID	Proteomics TMT label	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	Tumor Break Load
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	The type of sample (i.e., Primary, normal, met, recurrence).	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID used in proteomics assay	Proteomics TMT label used in proteomics assay	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	The sum of unbalanced somatic chromosomal breaks per tumor sample (Lakbir et al., Eur J Cancer 2022; Data from new manuscript in progress)
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER	STRING	STRING	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HISTOLOGY	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE	PROTEOMICS_10PLEX_ID	PROTEOMICS_TMT_LABEL	TMB_NONSYNONYMOUS	ONCOTREE_CODE	SUBTYPE	LINEAGE	LINEAGE_SUBTYPE	LINEAGE_SUB_SUBTYPE	LINEAGE_MOLECULAR_SUBTYPE	CANCER_TYPE	CANCER_TYPE_DETAILED	TBL_SCORE
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.04	0	ACH-000626	U266B1	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	CCLE	ATCC	Suspension Lymphoblast	RPMI1640+15%FBS	NA	5%DMSO	NA	198.1	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	125.3581906	NA	NA	11.8	PCM	Multiple Myeloma, plasmacytoma	plasma_cell	multiple_myeloma	plasmacytoma		Mature B-Cell Neoplasms	Plasma Cell Myeloma	
NUGC4_STOMACH	NUGC4_STOMACH	1	2.44	0	ACH-000674	NUGC-4	lymph_node	Metastasis	Stomach	NS	NS	NS	Carcinoma	signet_ring_adenocarcinoma	NS	NS	CCLE	GNF	NA	NA	NA	NA	NA	NA	stomach	stomach	Gastric:Carcinoma	175.0163689	NA	NA	13.7333333333	SSRCC	Adenocarcinoma	gastric	gastric_adenocarcinoma	diffuse_gastric		Esophagogastric Cancer	Signet Ring Cell Carcinoma of the Stomach	149
BGC823_STOMACH	BGC823_STOMACH	NA	NA	NA	ACH-001017	BGC-823	NA	Primary	Stomach	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	stomach	stomach	NA	NA	NA	NA	NA	STAD	Adenocarcinoma	gastric	gastric_adenocarcinoma			Esophagogastric Cancer	Stomach Adenocarcinoma	
HMC18_BREAST	HMC18_BREAST	1	3.62	2	ACH-000721	HMC-1-8	NA	Metastasis	Breast	NS	NS	NS	Carcinoma	NS	NS	NS	CCLE	HSSRB	Adherent	RPMI 1640 +10%FBS	NA	5% DMSO	NA	63.3	breast	breast	Breast:Carcinoma	204.8327614	NA	NA	14.4333333333	BRCA	Carcinoma	breast	breast_carcinoma	ERneg_HER2neg	basal_B	Breast Cancer	Invasive Breast Carcinoma	
CAS1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	1	1.87	0	ACH-000464	CAS-1	NA	Primary	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	CCLE	ICLC	Adherenet	DMEM +10%FBS	NA	5% DMSO	NA	79.5	glioma	glioma	CNS:Glioma_HighGrade	119.2694501	NA	NA	8.3	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	50
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	3.08	1	ACH-000889	KMM-1	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	CCLE	HSSRB	lymphocyte-like	RPMI 1640 medium with 10% fetal bovine serum.	NA	NA	NA	NA	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	279.6134094	NA	NA	31.3666666667	PCM	Multiple Myeloma	plasma_cell	multiple_myeloma			Mature B-Cell Neoplasms	Plasma Cell Myeloma	
CORL23_LUNG	CORL23_LUNG	1	2.27	1	ACH-000662	COR-L23	NA	Metastasis	Lung	NS	NS	NS	Carcinoma	large_cell_carcinoma	NS	NS	CCLE	ECAAC	adherent	RPMI 1640 + 10%FBS	2mM L-glutamine	5% DMSO	NA	33.4	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	137.3378769	29	127c	17.1	LCLC	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	lung	NSCLC	NSCLC_large_cell		Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	115
MORCPR_LUNG	MORCPR_LUNG	1	1.16	0	ACH-000851	MOR/CPR	NA	Primary	Lung	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	ECACC	aggregates in suspension	RPMI-1640+ 10%FBS	2mM glutamine; 1ug/ml cisplatin	5%DMSO	NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	232.8053039	NA	NA	23.6333333333	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
HARA_LUNG	HARA_LUNG	1	2.95	1	ACH-000843	HARA	NA	Metastasis	Lung	NS	NS	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	CCLE	HSRRB	ADHERENT; fast grower	RPMI-1640+10% FBS	NA	5% DMSO	NA	63.7	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	233.5534525	NA	NA	28.2333333333	LUSC	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	lung	NSCLC	NSCLC_squamous		Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	222
SKOV3_OVARY	SKOV3_OVARY	1	1.9	0	ACH-000811	SK-OV-3	ascites	Metastasis	Ovary	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	ovary	ovary	Ovary:Carcinoma	198.9679444	NA	NA	21.4	OVT	Cystadenocarcinoma, endometrioid	ovary	ovary_adenocarcinoma	endometrioid		Ovarian Cancer	Ovarian Epithelial Tumor	146
HPAFII_PANCREAS	HPAFII_PANCREAS	1	2.61	1	ACH-000094	HPAF-II	ascites	Metastasis	Pancreas	NS	NS	NS	Carcinoma	ductal_carcinoma	NS	NS	CCLE	ATCC	ADHERENT EPITHELIAL;	EMEM+10% FBS	NA	5%DMSO	NA	79	pancreas	pancreas	Pancreas:Carcinoma	85.29688898	NA	NA	6.26666666667	PAAD	Ductal Adenocarcinoma, exocrine	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.99	2.08	0	ACH-000583	MC116	pleura	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	B_cell_lymphoma_unspecified	NS	NS	CCLE	ATCC	SUSPENSION LYMPHOBLASTS	RPMI-1640+20%FBS	NA	5%DMSO	26-28 hrs	44.4	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	132.9188091	NA	NA	10.0333333333	MBN	B-cell, Non-Hodgkins	lymphocyte	non_hodgkin_lymphoma	b_cell		Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	
NCIH1568_LUNG	NCIH1568_LUNG	1	2.59	1	ACH-000869	NCI-H1568	lymph_node	Metastasis	Lung	NS	NS	NS	Carcinoma	non_small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO	NA	67	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	238.7618945	15	128n	28.4	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.07	0	ACH-000440	CA46	ascites	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	Burkitt_lymphoma	NS	NS	CCLE	ATCC	Adherent	RPMI + 10 % FBS	NA	5%DMSO	NA	25.7	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	135.0411689	NA	NA	8.2	BL	B-cell, Non-Hodgkins, Burkitts	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt		Mature B-Cell Neoplasms	Burkitt Lymphoma	
A498_KIDNEY	A498_KIDNEY	1	3.28	1	ACH-000555	A-498	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	CCLE	NA	adherent	EMEM+10%FBS	NA	5%DMSO	NA	53.6	kidney	kidney	Kidney:Carcinoma	108.0383796	5	130n	7.2	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.08	0	ACH-000923	BCP-1	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	B_cell_lymphoma_unspecified	NS	NS	CCLE	ATCC	Supsension	RPMI +20% FBS	NA	5%DMSO	NA	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	353.1008508	NA	NA	22.2	MBN	B-cell, Non-Hodgkins	lymphocyte	non_hodgkin_lymphoma	b_cell		Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	
A673_BONE	A673_BONE	1	2.01	0	ACH-000052	A-673	NA	Primary	Bone	NS	NS	NS	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	61.21045057	27	126	4.86666666667	ES	Ewings Sarcoma	bone	Ewing_sarcoma		EWS_FLI	Bone Cancer	Ewing Sarcoma	
AU565_BREAST	AU565_BREAST	1	3.75	1	ACH-000248	AU565	pleura	Metastasis	Breast	NS	NS	NS	Carcinoma	NS	NS	NS	CCLE	ATCC	Adherenet	RPMI 1640 + 10%FBS	NA	5% DMSO	NA	74.1	breast	breast	Breast:Carcinoma	223.3824299	1	127c	18.7333333333	BRCA	Adenocarcinoma	breast	breast_adenocarcinoma	ERneg_HER2pos	HER2_amp	Breast Cancer	Invasive Breast Carcinoma	321
COLO201_LARGE_INTESTINE	COLO201_LARGE_INTESTINE	NA	NA	NA	ACH-000253	COLO 201	ascites	Metastasis	Large_Intestine	colon	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	NA	Suspension with some loosely attached cells	RPMI-1640+10% FBS	NA	5%DMSO	NA	NA	colorectal	colorectal	Colorectal:Carcinoma	94.61007254	NA	NA	8.86666666667	COADREAD	Adenocarcinoma	colorectal	colorectal_adenocarcinoma			Colorectal Cancer	Colorectal Adenocarcinoma	117
CAPAN1_PANCREAS	CAPAN1_PANCREAS	1	2.91	1	ACH-000354	Capan-1	liver	Metastasis	Pancreas	NS	NS	NS	Carcinoma	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent	IMDM +20% FBS	NA	5%DMSO	NA	148.4	pancreas	pancreas	Pancreas:Carcinoma	94.4755242	NA	NA	8.9	PAAD	Ductal Adenocarcinoma, exocrine	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	212
NCIH1563_LUNG	NCIH1563_LUNG	1	3.87	1	ACH-000892	NCI-H1563	NA	Primary	Lung	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO	NA	165.5	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	272.0403023	NA	NA	19.6	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
NCIH358_LUNG	NCIH358_LUNG	0.98	3.46	1	ACH-000860	NCI-H358	NA	Primary	Lung	NS	NS	NS	Carcinoma	bronchioloalveolar_adenocarcinoma	NS	NS	CCLE	ATCC	adherenet	RPMI+10%FBS	NA	5%DMSO	NA	73.9	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	218.724336	6	126	41.4666666667	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	143
CFPAC1_PANCREAS	CFPAC1_PANCREAS	1	1.76	0	ACH-000138	CFPAC-1	liver	Metastasis	Pancreas	NS	NS	NS	Carcinoma	ductal_carcinoma	NS	NS	CCLE	NA	mixed line  ~ 50-50	IMDM+10%fbs	NA	5%DMSO	NA	80.2	pancreas	pancreas	Pancreas:Carcinoma	79.90153548	13	127c	4.13333333333	PAAD	Ductal Adenocarcinoma, exocrine	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	
NIHOVCAR3_OVARY	NIHOVCAR3_OVARY	1	3.52	1	ACH-000001	NIH:OVCAR-3	ascites	Metastasis	Ovary	NS	NS	NS	Carcinoma	NS	NS	NS	CCLE	ATCC	adherenet; epithelial	RPMI+20%FBS	NA	5%DMSO	NA	NA	ovary	ovary	Ovary:Carcinoma	83.80695109	33	129c	7.33333333333	HGSOC	Adenocarcinoma, high grade serous	ovary	ovary_adenocarcinoma	high_grade_serous		Ovarian Cancer	High-Grade Serous Ovarian Cancer	271
NCIH1650_LUNG	NCIH1650_LUNG	0.99	2.08	1	ACH-000035	NCI-H1650	pleura	Metastasis	Lung	NS	NS	NS	Carcinoma	bronchioloalveolar_adenocarcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	RPMI+10%FBS	NA	5%DMSO	NA	52.2	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	60.12771707	11	130n	4.33333333333	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	50
NCIH1793_LUNG	NCIH1793_LUNG	1	3.4	1	ACH-000888	NCI-H1793	NA	Primary	Lung	NS	NS	NS	Carcinoma	non_small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	DMEM:F12	plethora; see sheet	5% DMSO	NA	98.1	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	282.9219689	17	128n	45.9333333333	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	246
NCIH1437_LUNG	NCIH1437_LUNG	1	2.89	1	ACH-000589	NCI-H1437	pleura	Metastasis	Lung	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI+10%FBS	NA	5% DMSO	NA	48.6	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	126.2080661	18	128c	13.0666666667	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	90
KNS62_LUNG	KNS62_LUNG	1	2.62	1	ACH-000858	KNS-62	NA	Metastasis	Lung	bronchus	NS	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	CCLE	ATCC	adherent	EMEM +20%FBS	NA	5% DMSO	NA	59.2	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	223.1421586	NA	NA	18.6333333333	LUSC	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	lung	NSCLC	NSCLC_squamous		Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	103
HS578T_BREAST	HS578T_BREAST	1	2.65	1	ACH-000148	Hs 578T	NA	Primary	Breast	NS	NS	NS	Carcinoma	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent	DMEM +10 %FBS	NA	5%DMSO	NA	47.9	breast	breast	Breast:Carcinoma	93.3026384	NA	NA	6.93333333333	BRCA	Carcinoma	breast	breast_carcinoma	ERneg_HER2neg	basal_B	Breast Cancer	Invasive Breast Carcinoma	
BT20_BREAST	BT20_BREAST	1	2.62	1	ACH-000536	BT-20	NA	Primary	Breast	NS	NS	NS	Carcinoma	ductal_carcinoma	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	breast	breast	Breast:Carcinoma	114.1400879	24	127c	14.1	BRCA	Breast Ductal Carcinoma	breast	breast_ductal_carcinoma	ERneg_HER2neg	basal_A	Breast Cancer	Invasive Breast Carcinoma	230
SNU182_LIVER	SNU182_LIVER	0.98	3.32	1	ACH-000483	SNU-182	NA	Primary	Liver	NS	NS	NS	Carcinoma	hepatocellular_carcinoma	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	liver	liver	Liver:HCC	140.778944	NA	NA	8.6	HCC	Hepatocellular Carcinoma	liver	hepatocellular_carcinoma			Hepatobiliary Cancer	Hepatocellular Carcinoma	91
SKNMC_BONE	SKNMC_BONE	1	2.01	0	ACH-000039	SK-N-MC	supra_orbital_area	Metastasis	Bone	NS	NS	NS	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	CCLE	ATCC	Adherent epithelial.	EMEM + 10% FBS	NA	5% DMSO	NA	32.9	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	53.24884517	36	130c	3.76666666667	ES	Ewings Sarcoma	bone	Ewing_sarcoma		EWS_FLI	Bone Cancer	Ewing Sarcoma	
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.04	0	ACH-000061	HH	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	adult_T_cell_lymphoma-leukaemia	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	T-cell_ALL	T-cell_ALL	Leukemia:ALL	79.63113609	NA	NA	7.43333333333	ATLL	T-cell, Non-Hodgkins, Cutaneous	lymphocyte	non_hodgkin_lymphoma	t_cell_cutaneous		Mature T and NK Neoplasms	Adult T-Cell Leukemia/Lymphoma	
FADU_UPPER_AERODIGESTIVE_TRACT	FADU_UPPER_AERODIGESTIVE_TRACT	1	1.72	0	ACH-000846	FaDu	NA	Primary	Upper_Aerodigestive_Tract	pharynx	hypopharynx	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	33.3	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	193.3167422	24	128c	16.1666666667	HNSC	Squamous Cell Carcinoma	upper_aerodigestive	upper_aerodigestive_squamous			Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	278
SJRH30_SOFT_TISSUE	SJRH30_SOFT_TISSUE	0.98	4.93	2	ACH-001189	SJRH30	bone_marrow	Metastasis	Soft_Tissue	striated_muscle	NS	NS	Rhabdomyosarcoma	NS	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	soft_tissue	soft_tissue	NA	NA	NA	NA	9.86666666667	RMS	Rhabdomyosarcoma	soft_tissue	rhabdomyosarcoma			Soft Tissue Sarcoma	Rhabdomyosarcoma	
MDAMB361_BREAST	MDAMB361_BREAST	0.88	2.75	1	ACH-000934	MDA-MB-361	central_nervous_system	Metastasis	Breast	NS	NS	NS	Carcinoma	NS	NS	NS	CCLE	ATCC	loosely adherent epithelial	RPMI-20% FBS	NA	5% DMSO	NA	168.2	breast	breast	Breast:Carcinoma	413.9923146	NA	NA	42.1333333333	BRCA	Carcinoma	breast	breast_carcinoma	ERpos_HER2pos	HER2_amp	Breast Cancer	Invasive Breast Carcinoma	207
MDAMB436_BREAST	MDAMB436_BREAST	0.99	1.67	0	ACH-000573	MDA-MB-436	pleura	Metastasis	Breast	NS	NS	NS	Carcinoma	NS	NS	NS	CCLE	ATCC	Adherent	RPMI-1640 + 10% FBS	10ug/ml bovine insulin; 16ug/ml glutathione	5%DMSO	NA	58.6	breast	breast	Breast:Carcinoma	151.8206873	12	129c	12.9666666667	BRCA	Carcinoma	breast	breast_carcinoma	ERneg_HER2neg	basal_B	Breast Cancer	Invasive Breast Carcinoma	
PANC0213_PANCREAS	PANC0213_PANCREAS	1	1.86	0	ACH-000031	Panc 02.13	NA	Primary	Pancreas	NS	NS	NS	Carcinoma	NS	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	pancreas	pancreas	Pancreas:Carcinoma	53.8707524	NA	NA	4.23333333333	PAAD	Ductal Adenocarcinoma, exocrine	pancreas	exocrine	exocrine_adenocarcinoma		Pancreatic Cancer	Pancreatic Adenocarcinoma	
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	3.13	1	ACH-000334	DB	ascites	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	CCLE	ATCC	suspension	RPMI-1640 + 10% FBS	NA	5%DMSO	NA	52.6	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	120.7925694	NA	NA	11.7666666667	DLBCLNOS	Diffuse Large B-cell Lymphoma (DLBCL)	lymphocyte	non_hodgkin_lymphoma	DLBCL		Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	63
RDES_BONE	RDES_BONE	1	3.03	1	ACH-000041	RD-ES	NA	Primary	Bone	NS	NS	NS	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	75.29215428	NA	NA	4.53333333333	ES	Ewings Sarcoma	bone	Ewing_sarcoma		EWS_FLI	Bone Cancer	Ewing Sarcoma	
CAL27_UPPER_AERODIGESTIVE_TRACT	CAL27_UPPER_AERODIGESTIVE_TRACT	1	1.98	0	ACH-000832	CAL 27	NA	Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	29.3	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	186.1487595	31	128c	14.1333333333	HNSC	Squamous Cell Carcinoma	upper_aerodigestive	upper_aerodigestive_squamous			Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	59
MESSA_SOFT_TISSUE	MESSA_SOFT_TISSUE	0.99	1.93	0	ACH-000449	MES-SA	NA	Primary	Soft_Tissue	fibrous_tissue_and_uncertain_origin	uterus	NS	Sarcoma	NS	NS	NS	CCLE	ATCC	Fibroblast  adherent	McCoy's 5A + 10%FBS	NA	5%DMSO	NA	35.3	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Others	121.3182747	NA	NA	11.6333333333	USARC	Uterine Sarcoma	soft_tissue	uterine_sarcoma			Uterine Sarcoma	Uterine Sarcoma/Mesenchymal	
SW1271_LUNG	SW1271_LUNG	1	2.93	1	ACH-000890	SW 1271	NA	Primary	Lung	NS	NS	NS	Carcinoma	small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	Leibovitz's L-15 Medium + 10%FBS	NA	5%DMSO	NA	NA	lung_small_cell	lung_small_cell	Lung:SCLC	261.0557486	34	127n	40.2	SCLC	Small Cell Lung Cancer (SCLC)	lung	SCLC			Small Cell Lung Cancer	Small Cell Lung Cancer	114
NCIH1792_LUNG	NCIH1792_LUNG	1	2.28	1	ACH-000496	NCI-H1792	pleura	Metastasis	Lung	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO	NA	31.2	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	125.0865901	14	128n	9.96666666667	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	161
GCT_SOFT_TISSUE	GCT_SOFT_TISSUE	1	2.87	1	ACH-000835	GCT	lung	Metastasis	Soft_Tissue	fibrous_tissue_and_uncertain_origin	NS	NS	Malignant_Fibrous_Histiocytoma-Pleomorphic_Sarcoma	NS	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	64.6	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_FibrousHistiocytoma	179.4906831	NA	NA	23.8666666667	MFH	Pleomorphic Sarcoma	soft_tissue	pleomorphic_sarcoma			Soft Tissue Sarcoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	
